Marca temporal,Genero,Origen,Edad,¿Eres económicamente independiente? ,Clima,Cantidad_plantas,Parte_predominante_casa,Conocimiento_sobre_plantas,Plantas_recomendadas,Mascotas_infantes,Adquisicion_plantas,Atencion_plantas,Respuesta_planta_mustia,Prefiere_florecer,Preferencia_tonos,Tiempo_para_ti,Paciencia,Sentimientos_adquisicion,Duracion_plantas,Tipo_vivienda
2024/05/07 2:51:47 p. m. EEST,Mujer,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",6-10,Exterior,Me he informado bastante,Cinta;Peperomia;Fittonia;Violeta africana;Pothos;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Haworthia;Kalanchoe;Agave;Planta de araña;Hiedra inglesa;Dieffenbachia;Lavanda,"Sí, intentan comérselas",Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 2:57:36 p. m. EEST,Hombre,LATAM,26 – 30,No,Andino,6-10,Ambos por igual,Me he informado bastante,Helecho de Boston;Costilla de Adán;Begonia rex;Fittonia;Palo de Brasil;Pothos;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Cactus de jade;Crasula/ Suculenta de Jade;Ficus benjamina;Echeveria;Dieffenbachia;Lavanda;Geranio;Begonia,"Sí, intentan comérselas",Mejorar la calidad del aire;Fue un regalo;La planté de cero;Me la recomendaron,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 3:13:20 p. m. EEST,Hombre,España,18 – 25,No,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Ambos por igual,Me dedico a la botánica,Helecho de Boston;Tradescantia;Aloe vera;Aeonium;Lavanda,"Sí, son tóxicas",Decoración;Fue un regalo;La planté de cero,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Adosado
2024/05/07 3:20:33 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Ambos por igual,Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,No,Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 3:24:57 p. m. EEST,Hombre,LATAM,18 – 25,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",2-5,Exterior,Tengo nociones básicas,Espatifilo;Helecho de Boston;Peperomia;Echeveria,"Sí, intentan comérselas",Decoración;Mejorar la calidad del aire;Me la recomendaron,Cuando me acuerdo,Nunca se me ponen mustias,Si,Fríos,Tengo algo de tiempo libre,Si,Realización,Años,Adosado
2024/05/07 4:09:36 p. m. EEST,Hombre,LATAM,18 – 25,Sí,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",6-10,Exterior,Me he informado bastante,Espatifilo;Begonia rex;Violeta africana;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Echeveria;Begonia,"Sí, son tóxicas",Me la recomendaron,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 4:09:40 p. m. EEST,Hombre,España,18 – 25,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Ambos por igual,Tengo nociones básicas,Cinta;Filodendro;Pothos;Aloe vera;Sedum;Planta de araña;Dracaena marginata,No,Decoración;Mejorar la calidad del aire;La planté de cero,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 4:29:53 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Ambos por igual,Tengo nociones básicas,Cinta;Espatifilo;Helecho de Boston;Costilla de Adán;Pilea;Violeta africana;Pothos;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Ficus benjamina;Planta de araña;Hiedra inglesa;Philodendron;Lavanda,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Les hago bastante caso,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Meses,Adosado
2024/05/07 4:46:24 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Exterior,Tengo nociones básicas,Costilla de Adán;Begonia rex;Fittonia;Ficus lyrata;Cactus de jade;Aloe vera;Cactus de bola,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Todos los días compruebo su estado,Le echo agua,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 4:49:37 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Exterior,Tengo nociones básicas,Lavanda;Geranio,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca);Fue un regalo",Cuando me acuerdo,Le echo agua,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Realización,Años,Adosado
2024/05/07 4:52:16 p. m. EEST,Hombre,España,18 – 25,Sí,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",2-5,Interior,Tengo nociones básicas,Cactus de bola,"Sí, pueden clavárselas",Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Realización,Años,Apartamento
2024/05/07 5:17:04 p. m. EEST,Hombre,LATAM,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Exterior,Tengo nociones básicas,Costilla de Adán;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Crasula/ Suculenta de Jade;Aloe vera;Echeveria;Lavanda;Geranio;Petunia;Begonia,"Sí, intentan comérselas",Decoración,La verdad que no,Le echo agua,Si,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 5:35:01 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",1,Interior,Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge;Aloe vera;Cactus de bola;Haworthia;Planta de araña;Hiedra inglesa;Croton;Hosta,"Sí, pueden clavárselas",Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 5:39:08 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Exterior,Me dedico a la botánica,Costilla de Adán;Pilea;Violeta africana;Planta de serpiente/ Espada de San Jorge;Ficus lyrata;Lavanda;Salvia;Fucsia;Caléndula,"Sí, son tóxicas","Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Todos los días compruebo su estado,Nunca se me ponen mustias,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 5:56:28 p. m. EEST,Hombre,España,18 – 25,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Exterior,Me he informado bastante,Aloe vera;Echeveria;Agave;Palmera de bambú;Nephthytis;Lavanda;Geranio;Petunia,No,"Por sus frutos/ especies aromáticas (tomillo, albahaca)",Les hago bastante caso,Nunca se me ponen mustias,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Meses,Adosado
2024/05/07 6:07:20 p. m. EEST,Hombre,España,18 – 25,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",2-5,Ambos por igual,Tengo nociones básicas,Cactus de jade;Hiedra inglesa;Dieffenbachia,"Sí, son tóxicas",Decoración;Mejorar la calidad del aire,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 9:59:52 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Exterior,Me he informado bastante,Helecho de Boston;Begonia rex;Pothos;Planta de serpiente/ Espada de San Jorge;Planta de araña,"Sí, tiran de las hojas y las tiran (o lo intentan)",Decoración;Fue un regalo,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Apartamento
2024/05/07 9:59:59 a. m. EEST,Hombre,LATAM,26 – 30,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",6-10,Exterior,Tengo nociones básicas,Peperomia;Pothos;Planta de serpiente/ Espada de San Jorge;Philodendron;Geranio;Petunia;Fucsia,No,Decoración,La verdad que no,Le echo agua,Si,Fríos,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Adosado
2024/05/08 12:01:03 a. m. EEST,Hombre,España,18 – 25,No,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Exterior,Tengo nociones básicas,Pothos,No,Decoración,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/08 1:34:37 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",0,Ambos por igual,Nada,Pothos;Aloe vera;Palmera de bambú;Dracaena marginata,"Sí, son tóxicas",Mejorar la calidad del aire,Cuando me acuerdo,Le echo agua,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Semanas,Apartamento
2024/05/08 3:18:53 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Ambos por igual,Me he informado bastante,Costilla de Adán;Fittonia;Pilea;Palo de Brasil;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Fucsia,"Sí, son tóxicas",Decoración;La planté de cero,Todos los días compruebo su estado,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/08 5:39:28 a. m. EEST,Hombre,LATAM,31 – 48,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",+10,Ambos por igual,Me he informado bastante,Helecho de Boston;Costilla de Adán;Peperomia;Pilea;Cactus de Navidad;Violeta africana;Pothos;Planta de serpiente/ Espada de San Jorge;Cactus de bola;Haworthia;Planta de araña;Philodendron;Geranio;Petunia,No,"Decoración;Mejorar la calidad del aire;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Todos los días compruebo su estado,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo bastante tiempo libre,Si,Alegría,Años,Adosado
2024/05/08 7:49:32 a. m. EEST,Hombre,LATAM,18 – 25,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Ambos por igual,Me dedico a la botánica,Cinta;Cactus de Navidad;Pothos;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Aeonium;Echeveria;Kalanchoe;Nephthytis;Dieffenbachia;Croton;Lavanda;Geranio,"Sí, intentan comérselas","Decoración;Mejorar la calidad del aire;Perfumar el entorno;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Chalet
2024/05/08 9:20:01 p. m. EEST,Mujer,España,18 – 25,Sí,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Interior,Me he informado bastante,Cactus de jade;Haworthia;Aeonium;Echeveria;Planta de araña;Hiedra inglesa;Nephthytis;Dieffenbachia;Croton;Fucsia,"Sí, son tóxicas","Decoración;Perfumar el entorno;Por sus frutos/ especies aromáticas (tomillo, albahaca);Fue un regalo;La planté de cero",Todos los días compruebo su estado,Me informo de qué le puede pasar,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/09 12:31:14 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",+10,Exterior,Me dedico a la botánica,Espatifilo;Helecho de Boston;Costilla de Adán;Begonia rex;Fittonia;Palo de Brasil;Planta de serpiente/ Espada de San Jorge;Cactus de bola;Echeveria;Planta de araña;Dieffenbachia;Lavanda,No,Decoración;La planté de cero,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Fríos,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/09 12:34:26 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",2-5,Interior,Me he informado bastante,Helecho de Boston;Filodendro;Costilla de Adán;Cactus de Navidad;Orquídea phalaenopsis;Echeveria;Geranio;Petunia;Hierba Gatera,"Sí, son tóxicas",Mejorar la calidad del aire;Para mi mascota;La planté de cero,Les hago bastante caso,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Cálidos,Tengo algo de tiempo libre,Si,Realización,Años,Apartamento
2024/05/09 2:15:29 p. m. EEST,Mujer,España,49 – 59,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Cinta;Espatifilo;Cactus de Navidad;Pothos;Aloe vera,"Sí, son tóxicas",Fue un regalo,Les hago bastante caso,Le echo agua,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/09 2:37:46 p. m. EEST,Mujer,España,Mayor de 60 años,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Exterior,Soy un/a experto/a,Cinta;Espatifilo;Costilla de Adán;Pothos;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Aloe vera;Lavanda;Geranio;Begonia,"Sí, son tóxicas","Decoración;Mejorar la calidad del aire;Por sus frutos/ especies aromáticas (tomillo, albahaca);Fue un regalo",Todos los días compruebo su estado,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Adosado
2024/05/09 7:58:16 p. m. EEST,Mujer,España,49 – 59,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Ambos por igual,Me dedico a la botánica,Helecho de Boston;Orquídea phalaenopsis;Begonia,No,Decoración,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Chalet
2024/05/09 8:00:23 p. m. EEST,Mujer,España,31 – 48,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",2-5,Interior,Soy un/a experto/a,Cinta;Filodendro;Peperomia,No,Mejorar la calidad del aire,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/09 8:08:46 p. m. EEST,Mujer,España,Mayor de 60 años,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",6-10,Ambos por igual,Me dedico a la botánica,Pilea;Pothos;Aloe vera,No,Mejorar la calidad del aire,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo mucho tiempo libre,Si,Alegría,Años,Chalet
2024/05/09 8:12:12 p. m. EEST,Mujer,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Ambos por igual,Me dedico a la botánica,Tradescantia;Violeta africana;Pothos,No,Mejorar la calidad del aire,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Chalet
2024/05/09 8:13:25 p. m. EEST,Mujer,España,Mayor de 60 años,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",2-5,Interior,Tengo nociones básicas,Cactus de Navidad;Orquídea phalaenopsis;Fucsia,No,Decoración,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo mucho tiempo libre,Si,Alegría,Años,Apartamento
2024/05/09 8:15:38 p. m. EEST,Mujer,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",1,Interior,Soy un/a experto/a,Helecho de Boston;Ficus lyrata;Aloe vera,No,Decoración,Todos los días compruebo su estado,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
